Dataset,SurveyYear,CharacteristicId,CharacteristicCategory,CharacteristicLabel,IndicatorId,IndicatorType,Value,DenominatorWeighted,DenominatorUnweighted
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_DP1,I,93.3,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_DP1,I,93.1,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_DP2,I,86.2,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_DP2,I,82.4,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_DP3,I,76.4,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_DP3,I,73.8,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP0,I,91.2,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP0,I,87.7,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP1,I,91,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP1,I,89,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP2,I,82.7,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP2,I,80,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP3,I,72.1,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_OP3,I,68.3,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_MSL,I,82.2,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_MSL,I,87.6,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_BAS,I,63.4,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_BAS,I,62.6,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_NON,I,2.2,973,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_NON,I,3.9,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_NUM,D,973,933,971
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_NUM,D,933,933,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_UNW,U,971,973,951
Immunization_04,1998,268002,Source of vaccination information,Either source,CH_VACS_C_UNW,U,951,933,951
Immunization_04,1998,1000,Total,Total,CH_VACC_C_BCG,I,96.8,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_DP1,I,93.3,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_DP2,I,86.2,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_DP3,I,76.4,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_OP0,I,91.2,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_OP1,I,91,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_OP2,I,82.7,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_OP3,I,72.1,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_MSL,I,82.2,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_BAS,I,63.4,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_NON,I,2.2,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_NUM,D,973,973,971
Immunization_04,1998,1000,Total,Total,CH_VACC_C_UNW,U,971,973,971
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_BCG,I,94.1,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_DP1,I,91.1,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_DP2,I,80.4,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_DP3,I,70.5,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_OP0,I,84.7,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_OP1,I,87.3,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_OP2,I,78,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_OP3,I,62.7,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_MSL,I,40.2,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_BAS,I,29.9,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_NON,I,15.2,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_VCD,I,61.8,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_NUM,D,3734,1417,1422.5
Immunization_04,1998,1000,Total,Total,CH_VAC1_C_UNW,U,3761,1417,1422.5
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_BCG,I,92.5,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_BCG,I,91.5,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_DP1,I,91.2,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_DP1,I,87.5,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_DP2,I,75.3,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_DP2,I,71,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_DP3,I,64.9,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_DP3,I,63.3,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_OP0,I,92.3,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_OP0,I,88.3,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_OP1,I,78.1,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_OP1,I,74.3,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_MSL,I,86.1,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_MSL,I,84.4,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HP1,I,90.2,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HP1,I,87,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HP2,I,73.4,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HP2,I,71.6,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HP3,I,65,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HP3,I,65.8,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HB1,I,91.2,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HB1,I,87.5,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HB2,I,75.3,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HB2,I,71,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HB3,I,64.9,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_HB3,I,63.3,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_BAS,I,61.2,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_BAS,I,61.1,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_NON,I,5.3,677,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_NON,I,7.8,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_NUM,D,677,660,670
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_NUM,D,660,660,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_UNW,U,670,677,676
Immunization_04,2016,268002,Source of vaccination information,Either source,CH_VACS_C_UNW,U,676,660,676
Immunization_04,2016,1000,Total,Total,CH_VACC_C_BCG,I,92.5,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_DP1,I,91.2,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_DP2,I,75.3,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_DP3,I,64.9,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_OP0,I,92.3,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_OP1,I,78.1,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_MSL,I,86.1,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_HP1,I,90.2,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_HP2,I,73.4,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_HP3,I,65,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_HB1,I,91.2,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_HB2,I,75.3,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_HB3,I,64.9,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_BAS,I,61.2,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_NON,I,5.3,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_NUM,D,677,677,670
Immunization_04,2016,1000,Total,Total,CH_VACC_C_UNW,U,670,677,670
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_BCG,I,91.4,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_DP1,I,88.5,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_DP2,I,72.7,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_DP3,I,63.3,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_OP0,I,89.9,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_OP1,I,75.9,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_MSL,I,79.7,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_BAS,I,56.7,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_NON,I,8.9,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_VCD,I,63.7,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_NUM,D,1337,1337,1346
Immunization_04,2016,1000,Total,Total,CH_VAC1_C_UNW,U,1346,1337,1346
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_DOC,I,28.5,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_DOC,I,30,4122,4148
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_DOC,I,27.3,2010,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NRS,I,66.6,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NRS,I,65,4122,4148
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NRS,I,68.4,2010,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_TBA,I,0.1,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_OTH,I,0.6,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_OTH,I,0.7,4122,4148
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_MIS,S,1.2,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_MIS,S,1.1,4122,4148
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_MIS,S,0.9,2010,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NON,I,2.9,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NON,I,3.1,4122,4148
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NON,I,2.7,2010,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_TOT,T,100,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_SKP,I,95.1,2871,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_SKP,I,95,4122,4148
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_SKP,I,95.7,2010,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NUM,D,2871,2010,2903
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NUM,D,4122,2010,4148
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_NUM,D,2010,2010,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_UNW,U,2903,2871,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_UNW,U,4148,4122,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_ANCP_W_UNW,U,2041,2010,2041
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_PUB,I,76.5,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_PUB,I,74.9,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_PUB,I,77.6,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_PRV,I,8,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_PRV,I,8.5,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_PRV,I,7.5,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_HOM,I,13.8,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_HOM,I,14.3,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_HOM,I,13.5,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_OTH,I,0.1,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_OTH,I,0.2,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_DKM,S,1.6,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_DKM,S,2.1,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_DKM,S,1.2,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_TOT,T,100,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_DHF,I,84.5,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_DHF,I,83.4,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_DHF,I,85.2,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_NUM,D,3072,2081,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_NUM,D,4992,2081,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_NUM,D,2081,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_UNW,U,3119,3072,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_UNW,U,5066,4992,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELP_C_UNW,U,2113,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_DOC,I,29.3,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_DOC,I,30,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_DOC,I,28.2,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_NRS,I,56.1,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_NRS,I,54.4,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_NRS,I,58.1,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_TBA,I,1.4,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_TBA,I,1.2,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_REL,I,9.9,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_REL,I,10.5,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_REL,I,9.7,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_NON,I,2.1,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_NON,I,1.8,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_DKM,S,1.2,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_DKM,S,1.7,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_DKM,S,0.9,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_TOT,T,100,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_SKP,I,85.5,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_SKP,I,84.4,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_SKP,I,86.4,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_CSC,I,15.4,3072,3119
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_CSC,I,15.5,4992,5066
Maternal_mortality_08,1998,1000,Total,Total,RH_DELA_C_CSC,I,15.1,2081,2113
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_ARI,I,21.9,2912,2958
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_ARI,I,19.3,4740,4797
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_NUM,D,2912,4740,2958
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_NUM,D,4740,4740,4797
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_UNW,U,2958,2912,4797
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_UNW,U,4797,4740,4797
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_ADV,I,81.9,637,607
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_ADV,I,78.2,913,862
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_NM2,D,637,913,607
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_NM2,D,913,913,862
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_UN2,U,607,637,862
Maternal_mortality_08,1998,1000,Total,Total,CH_ARIS_C_UN2,U,862,913,862
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ADV,I,62.1,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ADV,I,60.6,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ORS,I,52.7,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ORS,I,51.2,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_RHF,I,70.6,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_RHF,I,68.6,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ORT,I,83.1,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ORT,I,81,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_INC,I,56.6,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_INC,I,57.1,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ORI,I,90.2,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_ORI,I,89.1,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_NON,I,9.8,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_NON,I,10.9,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_IVS,I,0.5,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_IVS,I,0.4,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_HOM,I,87.6,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_HOM,I,86.3,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_NOT,I,0.6,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_NOT,I,0.5,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_DKM,S,0.9,508,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_DKM,S,1.7,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_NUM,D,508,627,523
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_NUM,D,627,627,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_UNW,U,523,508,634
Maternal_mortality_08,1998,1000,Total,Total,CH_DIAT_C_UNW,U,634,627,634
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_DOC,I,17.1,1962,1977
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_DOC,I,16.1,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NRS,I,76.8,1962,1977
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NRS,I,76.6,3036,3036
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NRS,I,77,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_OTH,I,0.6,1962,1977
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_OTH,I,0.5,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NON,I,5.5,1962,1977
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NON,I,5.7,3036,3036
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NON,I,6.5,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_TOT,T,100,1962,1977
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_SKP,I,93.9,1962,1977
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_SKP,I,93.7,3036,3036
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_SKP,I,93.1,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NUM,D,1962,1386,1977
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NUM,D,3036,1386,3036
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_NUM,D,1386,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_UNW,U,1977,1962,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_UNW,U,3036,3036,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_ANCP_W_UNW,U,1376,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_PUB,I,88.3,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_PUB,I,87.4,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_PUB,I,88.4,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_PRV,I,7.7,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_PRV,I,8.5,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_HOM,I,3.6,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_HOM,I,3.7,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_HOM,I,3.4,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_OTH,I,0.3,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_OTH,I,0.4,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_OTH,I,0.5,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_TOT,T,100,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_DHF,I,96,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_DHF,I,95.9,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_DHF,I,96.1,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_NUM,D,2091,1414,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_NUM,D,3572,1414,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_NUM,D,1414,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_UNW,U,2105,2091,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_UNW,U,3548,3572,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELP_C_UNW,U,1406,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_DOC,I,29.1,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_DOC,I,28.7,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_DOC,I,29.5,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_NRS,I,67.6,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_NRS,I,68,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_TBA,I,0.2,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_TBA,I,0.1,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_REL,I,1.6,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_REL,I,1.9,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_REL,I,1.8,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_NON,I,1.5,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_NON,I,1.2,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_NON,I,0.9,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_TOT,T,100,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_SKP,I,96.7,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_SKP,I,97.1,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_CSC,I,24.9,2091,2105
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_CSC,I,24.2,3572,3548
Maternal_mortality_08,2016,1000,Total,Total,RH_DELA_C_CSC,I,25.3,1414,1406
Maternal_mortality_08,2016,1000,Total,Total,RH_PCMP_W_DOC,I,83.2,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCMP_W_CHW,I,0.2,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCMP_W_TBA,I,0.2,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCMP_W_NON,I,16.4,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCMP_W_TOT,T,100,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCMP_W_NUM,D,1386,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCMP_W_UNW,U,1376,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCCP_C_DOC,I,86.2,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCCP_C_CHW,I,0,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCCP_C_NON,I,13.8,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCCP_C_TOT,T,100,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,RH_PCCP_C_NUM,D,1386,1386,1376
