DataId,Indicator,Value,Precision,SurveyYear,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicCategory,CharacteristicLabel,IsPreferred,SDRID,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
373332,Assistance during delivery: Relative or other,1.9,1,2016,RH_DELA_C_REL,83606070,I,1000,Total,Total,FALSE,RHDELACREL,3572,3548,NA,NA,NA
473025,Assistance during delivery: Relative or other,1.8,1,2016,RH_DELA_C_REL,83606070,I,1000,Total,Total,TRUE,RHDELACREL,1414,1406,NA,NA,NA
663103,Assistance during delivery: No one,1.5,1,2016,RH_DELA_C_NON,83606080,I,1000,Total,Total,FALSE,RHDELACNON,2091,2105,NA,NA,NA
373336,Assistance during delivery: No one,1.2,1,2016,RH_DELA_C_NON,83606080,I,1000,Total,Total,FALSE,RHDELACNON,3572,3548,NA,NA,NA
473062,Assistance during delivery: No one,0.9,1,2016,RH_DELA_C_NON,83606080,I,1000,Total,Total,TRUE,RHDELACNON,1414,1406,NA,NA,NA
663102,Assistance during delivery: Total,100,1,2016,RH_DELA_C_TOT,83606100,T,1000,Total,Total,FALSE,RHDELACTOT,2091,2105,NA,NA,NA
663104,Assistance during delivery from a skilled provider,96.7,1,2016,RH_DELA_C_SKP,83606110,I,1000,Total,Total,FALSE,RHDELACSKP,2091,2105,NA,NA,NA
473020,Assistance during delivery from a skilled provider,97.1,1,2016,RH_DELA_C_SKP,83606110,I,1000,Total,Total,TRUE,RHDELACSKP,1414,1406,NA,NA,NA
663105,Delivery by cesarean section,24.9,1,2016,RH_DELA_C_CSC,83606120,I,1000,Total,Total,FALSE,RHDELACCSC,2091,2105,NA,NA,NA
373330,Delivery by cesarean section,24.2,1,2016,RH_DELA_C_CSC,83606120,I,1000,Total,Total,FALSE,RHDELACCSC,3572,3548,NA,NA,NA
473021,Delivery by cesarean section,25.3,1,2016,RH_DELA_C_CSC,83606120,I,1000,Total,Total,TRUE,RHDELACCSC,1414,1406,NA,NA,NA
157405,Provider of mothers' first postnatal checkup: Doctor/nurse/midwife,83.2,1,2016,RH_PCMP_W_DOC,83663010,I,1000,Total,Total,TRUE,RHPCMPWDOC,1386,1376,NA,NA,NA
157406,Provider of mothers' first postnatal checkup: Community health worker,0.2,1,2016,RH_PCMP_W_CHW,83663030,I,1000,Total,Total,TRUE,RHPCMPWCHW,1386,1376,NA,NA,NA
157407,Provider of mothers' first postnatal checkup: Traditional birth attendant,0.2,1,2016,RH_PCMP_W_TBA,83663050,I,1000,Total,Total,TRUE,RHPCMPWTBA,1386,1376,NA,NA,NA
157408,No postnatal checkup for mother within first two days of birth,16.4,1,2016,RH_PCMP_W_NON,83663070,I,1000,Total,Total,TRUE,RHPCMPWNON,1386,1376,NA,NA,NA
157409,Provider of mothers' first postnatal checkup: Total,100,1,2016,RH_PCMP_W_TOT,83663080,T,1000,Total,Total,TRUE,RHPCMPWTOT,1386,1376,NA,NA,NA
157417,Number of mothers,1386,0,2016,RH_PCMP_W_NUM,83663090,D,1000,Total,Total,TRUE,RHPCMPWNUM,1386,1376,NA,NA,NA
157415,Number of mothers (unweighted),1376,0,2016,RH_PCMP_W_UNW,83663100,U,1000,Total,Total,TRUE,RHPCMPWUNW,1386,1376,NA,NA,NA
157410,Provider of newborns' first postnatal checkup: Doctor/nurse/midwife,86.2,1,2016,RH_PCCP_C_DOC,83736010,I,1000,Total,Total,TRUE,RHPCCPCDOC,1386,1376,NA,NA,NA
157411,Provider of newborns' first postnatal checkup: Community health worker,0,1,2016,RH_PCCP_C_CHW,83736030,I,1000,Total,Total,TRUE,RHPCCPCCHW,1386,1376,NA,NA,NA
157418,No postnatal checkup for newborn within first two days of birth,13.8,1,2016,RH_PCCP_C_NON,83736070,I,1000,Total,Total,TRUE,RHPCCPCNON,1386,1376,NA,NA,NA
157419,Provider of newborns' first postnatal checkup: Total,100,1,2016,RH_PCCP_C_TOT,83736080,T,1000,Total,Total,TRUE,RHPCCPCTOT,1386,1376,NA,NA,NA
157434,Number of newborns,1386,0,2016,RH_PCCP_C_NUM,83736090,D,1000,Total,Total,TRUE,RHPCCPCNUM,1386,1376,NA,NA,NA
157480,Number of newborns (unweighted),1376,0,2016,RH_PCCP_C_UNW,83736100,U,1000,Total,Total,TRUE,RHPCCPCUNW,1386,1376,NA,NA,NA
550039,Children with symptoms of ARI,3.4,1,2016,CH_ARIS_C_ARI,93966010,I,1000,Total,Total,FALSE,CHARISCARI,2025,2026,NA,NA,NA
520801,Children with symptoms of ARI,3.1,1,2016,CH_ARIS_C_ARI,93966010,I,1000,Total,Total,TRUE,CHARISCARI,3444,3413,NA,NA,NA
550040,Number of children born in the last five (or three) years,2025,0,2016,CH_ARIS_C_NUM,93966020,D,1000,Total,Total,FALSE,CHARISCNUM,3444,2026,NA,NA,NA
528550,Number of children born in the last five (or three) years,3444,0,2016,CH_ARIS_C_NUM,93966020,D,1000,Total,Total,TRUE,CHARISCNUM,3444,3413,NA,NA,NA
149150,Number of children born in the last five (or three) years (unweighted),2026,0,2016,CH_ARIS_C_UNW,93966030,U,1000,Total,Total,FALSE,CHARISCUNW,2025,3413,NA,NA,NA
439924,Number of children born in the last five (or three) years (unweighted),3413,0,2016,CH_ARIS_C_UNW,93966030,U,1000,Total,Total,TRUE,CHARISCUNW,3444,3413,NA,NA,NA
628408,Children with ARI for whom advice or treatment was sought,96.9,1,2016,CH_ARIS_C_ADV,93966040,I,1000,Total,Total,FALSE,CHARISCADV,68,59,NA,NA,NA
701545,Children with ARI for whom advice or treatment was sought,87.6,1,2016,CH_ARIS_C_ADV,93966040,I,1000,Total,Total,TRUE,CHARISCADV,107,94,NA,NA,NA
628407,Children with symptoms of ARI who received antibiotics,46.7,1,2016,CH_ARIS_C_ABI,93966050,I,1000,Total,Total,FALSE,CHARISCABI,68,59,NA,NA,NA
701543,Children with symptoms of ARI who received antibiotics,42,1,2016,CH_ARIS_C_ABI,93966050,I,1000,Total,Total,TRUE,CHARISCABI,107,94,NA,NA,NA
630188,Number of children with symptoms of ARI born in the last five (or three) years,68,0,2016,CH_ARIS_C_NM2,93966060,D,1000,Total,Total,FALSE,CHARISCNM2,107,59,NA,NA,NA
701544,Number of children with symptoms of ARI born in the last five (or three) years,107,0,2016,CH_ARIS_C_NM2,93966060,D,1000,Total,Total,TRUE,CHARISCNM2,107,94,NA,NA,NA
300159,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),59,0,2016,CH_ARIS_C_UN2,93966070,U,1000,Total,Total,FALSE,CHARISCUN2,68,94,NA,NA,NA
149151,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),94,0,2016,CH_ARIS_C_UN2,93966070,U,1000,Total,Total,TRUE,CHARISCUN2,107,94,NA,NA,NA
149154,Children with fever for whom advice or treatment was sought,66.8,1,2016,CH_FEVT_C_ADV,94036010,I,1000,Total,Total,FALSE,CHFEVTCADV,422,410,NA,NA,NA
653434,Children with fever for whom advice or treatment was sought,68.4,1,2016,CH_FEVT_C_ADV,94036010,I,1000,Total,Total,TRUE,CHFEVTCADV,679,647,NA,NA,NA
149153,Child took antimalarial drugs for fever,0.2,1,2016,CH_FEVT_C_AML,94036020,I,1000,Total,Total,FALSE,CHFEVTCAML,422,410,NA,NA,NA
653431,Child took antimalarial drugs for fever,0.5,1,2016,CH_FEVT_C_AML,94036020,I,1000,Total,Total,TRUE,CHFEVTCAML,679,647,NA,NA,NA
149156,Child took antibiotic drugs for fever,29.2,1,2016,CH_FEVT_C_ABI,94036030,I,1000,Total,Total,FALSE,CHFEVTCABI,422,410,NA,NA,NA
653433,Child took antibiotic drugs for fever,30.3,1,2016,CH_FEVT_C_ABI,94036030,I,1000,Total,Total,TRUE,CHFEVTCABI,679,647,NA,NA,NA
149157,Number of children with fever in the last two weeks,422,0,2016,CH_FEVT_C_NUM,94036040,D,1000,Total,Total,FALSE,CHFEVTCNUM,679,410,NA,NA,NA
657740,Number of children with fever in the last two weeks,679,0,2016,CH_FEVT_C_NUM,94036040,D,1000,Total,Total,TRUE,CHFEVTCNUM,679,647,NA,NA,NA
149158,Number of children with fever in the last two weeks (unweighted),410,0,2016,CH_FEVT_C_UNW,94036050,U,1000,Total,Total,FALSE,CHFEVTCUNW,422,647,NA,NA,NA
339925,Number of children with fever in the last two weeks (unweighted),647,0,2016,CH_FEVT_C_UNW,94036050,U,1000,Total,Total,TRUE,CHFEVTCUNW,679,647,NA,NA,NA
707848,Treatment of diarrhea: Advice or treatment was sought,59.2,1,2016,CH_DIAT_C_ADV,94096010,I,1000,Total,Total,FALSE,CHDIATCADV,246,256,NA,NA,NA
545833,Treatment of diarrhea: Advice or treatment was sought,63,1,2016,CH_DIAT_C_ADV,94096010,I,1000,Total,Total,TRUE,CHDIATCADV,356,350,NA,NA,NA
707849,Treatment of diarrhea: Oral rehydration solution (ORS),46.5,1,2016,CH_DIAT_C_ORS,94096020,I,1000,Total,Total,FALSE,CHDIATCORS,246,256,NA,NA,NA
545832,Treatment of diarrhea: Oral rehydration solution (ORS),51.4,1,2016,CH_DIAT_C_ORS,94096020,I,1000,Total,Total,TRUE,CHDIATCORS,356,350,NA,NA,NA
707850,Treatment of diarrhea: Recommended home fluids (RHF) at home,67.2,1,2016,CH_DIAT_C_RHF,94096030,I,1000,Total,Total,FALSE,CHDIATCRHF,246,256,NA,NA,NA
545838,Treatment of diarrhea: Recommended home fluids (RHF) at home,72.5,1,2016,CH_DIAT_C_RHF,94096030,I,1000,Total,Total,TRUE,CHDIATCRHF,356,350,NA,NA,NA
707851,Treatment of diarrhea: Either ORS or RHF,75.4,1,2016,CH_DIAT_C_ORT,94096040,I,1000,Total,Total,FALSE,CHDIATCORT,246,256,NA,NA,NA
545839,Treatment of diarrhea: Either ORS or RHF,80.5,1,2016,CH_DIAT_C_ORT,94096040,I,1000,Total,Total,TRUE,CHDIATCORT,356,350,NA,NA,NA
707857,Treatment of diarrhea: Zinc supplements,33.7,1,2016,CH_DIAT_C_ZNC,94096044,I,1000,Total,Total,FALSE,CHDIATCZNC,246,256,NA,NA,NA
545835,Treatment of diarrhea: Zinc supplements,36.8,1,2016,CH_DIAT_C_ZNC,94096044,I,1000,Total,Total,TRUE,CHDIATCZNC,356,350,NA,NA,NA
707854,Treatment of diarrhea: Increased fluids,14.6,1,2016,CH_DIAT_C_INC,94096050,I,1000,Total,Total,FALSE,CHDIATCINC,246,256,NA,NA,NA
545844,Treatment of diarrhea: Increased fluids,15,1,2016,CH_DIAT_C_INC,94096050,I,1000,Total,Total,TRUE,CHDIATCINC,356,350,NA,NA,NA
707855,Treatment of diarrhea: ORT or increased fluids,79.2,1,2016,CH_DIAT_C_ORI,94096060,I,1000,Total,Total,FALSE,CHDIATCORI,246,256,NA,NA,NA
545845,Treatment of diarrhea: ORT or increased fluids,83.3,1,2016,CH_DIAT_C_ORI,94096060,I,1000,Total,Total,TRUE,CHDIATCORI,356,350,NA,NA,NA
707846,"Treatment of diarrhea: No ORS, RHF or increased fluids",20.8,1,2016,CH_DIAT_C_NON,94096070,I,1000,Total,Total,FALSE,CHDIATCNON,246,256,NA,NA,NA
545847,"Treatment of diarrhea: No ORS, RHF or increased fluids",16.7,1,2016,CH_DIAT_C_NON,94096070,I,1000,Total,Total,TRUE,CHDIATCNON,356,350,NA,NA,NA
707856,Treatment of diarrhea: Antibiotics,7.2,1,2016,CH_DIAT_C_ABI,94096080,I,1000,Total,Total,FALSE,CHDIATCABI,246,256,NA,NA,NA
545834,Treatment of diarrhea: Antibiotics,10.6,1,2016,CH_DIAT_C_ABI,94096080,I,1000,Total,Total,TRUE,CHDIATCABI,356,350,NA,NA,NA
707847,Treatment of diarrhea: Antimotility drugs,2.4,1,2016,CH_DIAT_C_AMO,94096090,I,1000,Total,Total,FALSE,CHDIATCAMO,246,256,NA,NA,NA
545848,Treatment of diarrhea: Antimotility drugs,1.8,1,2016,CH_DIAT_C_AMO,94096090,I,1000,Total,Total,TRUE,CHDIATCAMO,356,350,NA,NA,NA
707853,Treatment of diarrhea: Intravenous solution,0.2,1,2016,CH_DIAT_C_IVS,94096110,I,1000,Total,Total,FALSE,CHDIATCIVS,246,256,NA,NA,NA
545836,Treatment of diarrhea: Intravenous solution,0.6,1,2016,CH_DIAT_C_IVS,94096110,I,1000,Total,Total,TRUE,CHDIATCIVS,356,350,NA,NA,NA
707858,Treatment of diarrhea: Injection,0.5,1,2016,CH_DIAT_C_INJ,94096120,I,1000,Total,Total,FALSE,CHDIATCINJ,246,256,NA,NA,NA
545837,Treatment of diarrhea: Injection,1.1,1,2016,CH_DIAT_C_INJ,94096120,I,1000,Total,Total,TRUE,CHDIATCINJ,356,350,NA,NA,NA
707859,Treatment of diarrhea: Home remedy - other,9.1,1,2016,CH_DIAT_C_HOM,94096130,I,1000,Total,Total,FALSE,CHDIATCHOM,246,256,NA,NA,NA
545840,Treatment of diarrhea: Home remedy - other,10.3,1,2016,CH_DIAT_C_HOM,94096130,I,1000,Total,Total,TRUE,CHDIATCHOM,356,350,NA,NA,NA
707860,Treatment of diarrhea: No treatment,16.2,1,2016,CH_DIAT_C_NOT,94096140,I,1000,Total,Total,FALSE,CHDIATCNOT,246,256,NA,NA,NA
545843,Treatment of diarrhea: No treatment,12.1,1,2016,CH_DIAT_C_NOT,94096140,I,1000,Total,Total,TRUE,CHDIATCNOT,356,350,NA,NA,NA
708945,Number of children born in the last five (or three) years,246,0,2016,CH_DIAT_C_NUM,94096160,D,1000,Total,Total,FALSE,CHDIATCNUM,356,256,NA,NA,NA
553597,Number of children born in the last five (or three) years,356,0,2016,CH_DIAT_C_NUM,94096160,D,1000,Total,Total,TRUE,CHDIATCNUM,356,350,NA,NA,NA
309448,Number of children born in the last five (or three) years (unweighted),256,0,2016,CH_DIAT_C_UNW,94096170,U,1000,Total,Total,FALSE,CHDIATCUNW,246,350,NA,NA,NA
377936,Number of children born in the last five (or three) years (unweighted),350,0,2016,CH_DIAT_C_UNW,94096170,U,1000,Total,Total,TRUE,CHDIATCUNW,356,350,NA,NA,NA
